codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental
02-06-0005-46,02-022,El Progreso,Sansare,Instituto Nacional De Educacion Diversificada,Barrio Pueblo Arriba, 5468-9593,Luz Elena Morales De Paz De Cardona,Marta Alicia Sosa Castañeda,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-06-0013-46,02-022,El Progreso,Sansare,Instituto Municipal De Educación Diversificada,Aldea Los Cerritos, 5013-5758,Luz Elena Morales De Paz De Cardona,Brenda Carina Muralles Perez,Diversificado,Municipal,Rural,Abierta,Monolingue,Matutina,Diario(Regular),El Progreso
02-06-0014-46,02-022,El Progreso,Sansare,Colegio Sagrado Corazón De Jesús Y María,Barrio Pueblo Abajo, 5633-3236,Luz Elena Morales De Paz De Cardona,Marta Dolores Noriega Bóleres,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-06-0018-46,02-020,El Progreso,Sansare,Instituto Nacional De Educación Diversificada,Aldea Poza Verde, 5515-6986,Aristides Cabrera Romero,Ligia Mabilia Marroquin De Carranza,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-06-0020-46,02-020,El Progreso,Sansare,Colegio Sagrado Corazón De Jesús Y María,Barrio Pueblo Abajo, 7924-3482,Aristides Cabrera Romero,Marta Noriega,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,El Progreso
02-06-0021-46,02-020,El Progreso,Sansare,Colegio Sagrado Corazón De Jesús Y María,Barrio Pueblo Abajo, 7924-3482,Aristides Cabrera Romero,Marta Noreiga,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,El Progreso
02-06-0022-46,02-020,El Progreso,Sansare,Colegio Sagrado Corazón De Jésus Y María,Barrio Pueblo Abajo, 7924-3482,Aristides Cabrera Romero,Marta Dolores Noriega Bóleres,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,El Progreso
02-06-0024-46,02-020,El Progreso,Sansare,Instituto Municipal De Educación Básica Y Bachillerato Por Madurez,Salida Aldea Buena Vista, 4236-4577,Aristides Cabrera Romero,Juan Carlos Ruano Téllez,Diversificado,Municipal,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),El Progreso
02-06-0154-46,02-020,El Progreso,Sansare,Centro Educativo Liceo Sansare,Sansare, 5420-0599,Aristides Cabrera Romero,Oneida López Cardona,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-06-0716-46,02-022,El Progreso,Sansare,Instituto Diversificado Por Cooperativa Sansare,Salida A Buena Vista, 5814-5679,Luz Elena Morales De Paz De Cardona,Mirella Yamileth Marroquín Cardona,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Doble,Diario(Regular),El Progreso
02-07-0008-46,02-006,El Progreso,Sanarate,Instituto Nacional De Educacion Diversificada,"Zona 4, Colindante A Polideportivo, Sector Campo De Caminos",,Jacqueline Sucely Cabrera Loaiza De Levy,Graciela Izaura Bran Monroy,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-07-0009-46,02-006,El Progreso,Sanarate,Instituto Nacional De Educacion Diversificada,"Zona 4, Colindante A Polideportivo, Sector Campo De Caminos", 4817-6330,Jacqueline Sucely Cabrera Loaiza De Levy,Maria Del Carmen Morales Morales,Diversificado,Oficial,Rural,Abierta,Monolingue,Matutina,Diario(Regular),El Progreso
02-07-0038-46,02-021,El Progreso,Sanarate,Centro Educativo Estuardo Novella Camacho,"Finca San Miguel Rio Abajo, Aldea El Sinaca", 5575-1775,Marta Elida Carias Hernandez De Garcia,Celeste Noemy Argueta De León,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,El Progreso
02-07-0039-46,02-018,El Progreso,Sanarate,Colegio El Rosario,2 Av. 01-010 Zona 3, 7925-3526,Osmar Josue Gonzalez Hernandez,Reina Elizabeth Diaz Cruz,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),El Progreso
02-07-0043-46,02-023,El Progreso,Sanarate,"Colegio Profesional De Turismo ""Guatemalam""",1Av. 3-35 Zona 1, 7945-2850,Migdalia Azucena Fajardo Del Cid,Felix Alexander Lopez Mejia,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-07-0051-46,02-018,El Progreso,Sanarate,Instituto Tecnológico Sanarateco,2A Avenida 1-76 Zona 4, 4711-2811,Osmar Josue Gonzalez Hernandez,Carlos Ovidio Ramos Herrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),El Progreso
02-07-0053-46,02-006,El Progreso,Sanarate,Instituto Nacional De Educacion Diversificada Santa Lucía Los Ocotes,Santa Lucía Los Ocotes, 4218-7399,Jacqueline Sucely Cabrera Loaiza De Levy,Brenda Carina Muralles Perez,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-07-0199-46,02-018,El Progreso,Sanarate,Colegio Privado Mixto De Ciencias Comerciales Sanarate,2Av. 2-45 Zona 4, 7925-2112,Osmar Josue Gonzalez Hernandez,Claudia Esperanza Morales Barrios,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-07-0200-46,02-018,El Progreso,Sanarate,Colegio El Rosario,2A. Ave. 3-66 Zona 4, 7925-3526,Osmar Josue Gonzalez Hernandez,Reina Elizabeth Diaz Cruz,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-07-0239-46,02-006,El Progreso,Sanarate,Instituto Tecnologico Sanarateco,2A Av.-1-76 Zona 4, 7925-2297,Jacqueline Sucely Cabrera Loaiza De Levy,Carlos Ovidio Ramos Herrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,El Progreso
02-07-0264-46,02-006,El Progreso,Sanarate,Instituto Tecnologico Sanarateco,2Av 1-76 Zona 4 Sanarate, 4714-1991,Jacqueline Sucely Cabrera Loaiza De Levy,Carlos Ovidio Ramos Herrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-07-0268-46,02-018,El Progreso,Sanarate,Colegio El Rosario,2A. Av. 3-66 Zona 4, 7925-3526,Osmar Josue Gonzalez Hernandez,Reina Elizabeth Diaz Cruz,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),El Progreso
02-07-0536-46,02-018,El Progreso,Sanarate,"Instituto De Educación Media Por Cooperativa ""Sanarate""","1 Calle 3-32, Zona 1", 7925-2525,Osmar Josue Gonzalez Hernandez,María Luisa Morales Brán,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-07-0678-46,02-018,El Progreso,Sanarate,Escuela Tecnica Ciencia Aplicada Esteca-Pc,7A. Calle 3-29 Zona 4, 7925-3207,Osmar Josue Gonzalez Hernandez,Edgar Omar González Rodas,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-07-0679-46,02-018,El Progreso,Sanarate,Escuela Tecnica Ciencia Aplicada Esteca-Pc,7A. Calla 3-29 Zona 4, 7925-3207,Osmar Josue Gonzalez Hernandez,Edgar Omar González Rodas,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),El Progreso
02-07-0691-46,02-018,El Progreso,Sanarate,Escuela Tecnica Ciencia Aplicada Esteca-Pc,7A. Calle 3-29 Zona 4, 7925-3207,Osmar Josue Gonzalez Hernandez,Edgar Omar González Rodas,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,El Progreso
02-07-0699-46,02-018,El Progreso,Sanarate,Escuela Tecnica Ciencia Aplicada Esteca-Pc,7A. Calle 3-29 Zona 4, 7925-3207,Osmar Josue Gonzalez Hernandez,Edgar Omar González Rodas,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),El Progreso
02-07-0755-46,02-023,El Progreso,Sanarate,Colegio Profesional De Turismo Guatemalam,1A. Avenida 3-35 Zona 1, 7945-2850,Migdalia Azucena Fajardo Del Cid,Felix Alexander Lopez Mejia,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),El Progreso
02-07-0823-46,02-018,El Progreso,Sanarate,Colegio Privado Enrique Novella Alvarado,"Finca San Miguel Rio Abajo, Aldea El Sinaca", 5834-3695,Osmar Josue Gonzalez Hernandez,Rodolfo Gerardo Fonseca Sarmiento,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Diario(Regular),El Progreso
02-08-0012-46,02-008,El Progreso,San Antonio La Paz,Instituto Nacional De Educacion Diversificada,Cabecera Municipal, 3142-6017,Marta Alicia Cruz Perez,Adriana Del Rosario Pérez Mijangos,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),El Progreso
02-08-0021-46,02-008,El Progreso,San Antonio La Paz,"Instituto Municipal De Educación Diversificada ""José Inés Cáceres""",Aldea Agua Caliente, 4012-0019,Marta Alicia Cruz Perez,Adriana Godinez Noriega,Diversificado,Municipal,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-08-0023-46,02-008,El Progreso,San Antonio La Paz,Colegio Privado Liceo San Antonio,Barrio El Calvario, 4507-2631,Marta Alicia Cruz Perez,Floridalma Morales Gramajo,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
02-08-0030-46,02-008,El Progreso,San Antonio La Paz,Instituto Nacional De Educación Diversificada,Aldea Santo Domingo Los Ocotes, 4571-9074,Marta Alicia Cruz Perez,Maria Concepción Santos Alvarez,Diversificado,Oficial,Rural,Abierta,Monolingue,Matutina,Diario(Regular),El Progreso
02-08-0535-46,02-008,El Progreso,San Antonio La Paz,Instituto Diversificado Por Cooperativa,Barrio El Centro,,Marta Alicia Cruz Perez,Sergio Isidro Carías Colindres,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),El Progreso
05-01-0110-46,05-033,Escuintla,Escuintla,Escuela Nacional De Ciencias Comerciales Ads. Al Ineb Simon Bergaño Y Villegas,1A Ave. Sur 10-30 Zona 1, 7888-0048,Remy Arturo Sinay Gudiel,Carlos Jose Rodrigo Rodriguez,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0119-46,05-033,Escuintla,Escuintla,Centro Escolar Nuestra Señora De Concepcion,Km. 59 Carretera A Santa Lucia Cotzumalguapa, 7888-1194,Remy Arturo Sinay Gudiel,Milton Laureano González Larios,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0121-46,05-033,Escuintla,Escuintla,Instituto Tecnico Experimental Del Sur,1A. Calle 2-38 Zona 3, 3165-1314,Remy Arturo Sinay Gudiel,Juan Romeo Suárez Chacón,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Escuintla
05-01-0126-46,05-033,Escuintla,Escuintla,Colegio Particular Mixto Escuintleco Bilingüe,1A Avenida 6-60 Zona 4, 7889-0988,Remy Arturo Sinay Gudiel,Giezi Hazael López Blanco,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0131-46,05-033,Escuintla,Escuintla,Centro Educativo 'Miguel Angel Asturias',5A Ave 6-61 Zona 1,,Remy Arturo Sinay Gudiel,Nan,Diversificado,Privado,Urbana,Abierta,Monolingue,Nocturna,Diario(Regular),Escuintla
05-01-0144-46,05-033,Escuintla,Escuintla,Centro Educacional Guatemalteco Del Sur,"3A. Av. 5-52 Zona 1 Escuintla,", 7889-4544,Remy Arturo Sinay Gudiel,Nidia Amarilis Galvez Chavez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0145-46,05-033,Escuintla,Escuintla,Instituto Nacional De Perito En Mercadotecnia Y Publicidad,4A. Ave. Sur 15-20 Zona 4, 7889-3272,Remy Arturo Sinay Gudiel,Mariela Floribél Méndez Maldonado,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Escuintla
05-01-0146-46,05-033,Escuintla,Escuintla,Escuela Nacional Mixta Nocturna De Ciencias Comerciales,1A Ave. 10-30 Zona 1, 5717-1570,Remy Arturo Sinay Gudiel,Leonel Arnulfo Ortega Morataya,Diversificado,Oficial,Urbana,Abierta,Monolingue,Nocturna,Diario(Regular),Escuintla
05-01-0184-46,05-033,Escuintla,Escuintla,Instituto De Educacion Diversificada Por Cooperativa De Enseñanza,1Era. Avenida 10-30 Zona 1 Colonia El Progreso, 7889-5918,Remy Arturo Sinay Gudiel,María Eugenia Barrera Barreda,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Escuintla
05-01-0187-46,05-033,Escuintla,Escuintla,Liceo Integral Del Sur,"7A. Calle 2-64, Zona 3, Barrio San Miguel", 7826-8277,Remy Arturo Sinay Gudiel,Kimberly Karina Guzmán Morales,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0207-46,05-033,Escuintla,Escuintla,Liceo Evangelico El Eden,6A Calle 1-60 Zona 3 Barrio Santa Ana, 4108-6951,Remy Arturo Sinay Gudiel,Sandra Judith Collado Solares,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Escuintla
05-01-0231-46,05-033,Escuintla,Escuintla,Colegio Internacional Future Learning Center Flc,Km. 60 La Felicidad Salida A Puerto San José, 4769-1929,Remy Arturo Sinay Gudiel,Jessica Jeannette Sagastume Hicks,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0253-46,05-033,Escuintla,Escuintla,Instituto Técnico Ciencias Industriales,2Da. Calle 3-28 Zona 1, 7889-8879,Remy Arturo Sinay Gudiel,Mayron Usiel Loaiza Garcia,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Escuintla
05-01-0259-46,05-033,Escuintla,Escuintla,Colegio Internacional Future Learning Center Flc,Km. 60 La Felicidad Salida A Puerto San José Escuintla, 7884-1293,Remy Arturo Sinay Gudiel,Jessica Jeannette Sagastume Hicks,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0263-46,05-033,Escuintla,Escuintla,Colegio Particular Mixto Escuintleco Bilingüe,1Ra. Avenida 6-60 Zona 4, 7889-0988,Remy Arturo Sinay Gudiel,Giezi Hazael López Blanco,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0271-46,05-033,Escuintla,Escuintla,Instituto De Educacion Diversificada Por Cooperativa De Enseñanza,5A Calle 5-10 Zona 3 Colonia Madrid, 5023-2975,Remy Arturo Sinay Gudiel,Miriam Azucena Martinez Garcia,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Escuintla
05-01-0278-46,05-033,Escuintla,Escuintla,Instituto Técnico Ciencias Industriales,2Da. Calle 3-28 Zona 1, 7889-8879,Remy Arturo Sinay Gudiel,Mayron Usiel Loaiza Garcia,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0280-46,05-033,Escuintla,Escuintla,Centro Educativo Dr. José Severo Martínez,5A. Avenida 6-61 Zona 1, 4873-4181,Remy Arturo Sinay Gudiel,Edgar Rafael Hurtarte González,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0289-46,05-033,Escuintla,Escuintla,Liceo Fuente De Vida,Lote 156 Florido Aceituno, 5621-1051,Remy Arturo Sinay Gudiel,Diogenes Baudilio Figueroa Cruz,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0299-46,05-033,Escuintla,Escuintla,"Centro Educativo Y Formacion Humana ""De María""","3A Avenida ""A"" 4-48 Zona 1", 4206-5584,Remy Arturo Sinay Gudiel,Erick Ivan Rivera Martinez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Escuintla
05-01-0307-46,05-033,Escuintla,Escuintla,Instituto Comercial De Cómputos Avanzados,4A. Avenida 15-94 Sur Final, 7889-8958,Remy Arturo Sinay Gudiel,Nilda Janethe Ibarra Barrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0308-46,05-033,Escuintla,Escuintla,Colegio Bilingüe Jardín Americano,"3A Calle Sector B Lote 21, Colonia Jacarandas 1, Zona 3", 7889-8449,Remy Arturo Sinay Gudiel,Claudia Argentina Jiménez Prado,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0309-46,05-033,Escuintla,Escuintla,"Liceo Preuniversitario ""Ciencia Y Tecnología""",6Ta. Ave. 2-52 Zona 1, 5123-0832,Remy Arturo Sinay Gudiel,Silvia Yanira Melendez Aguilar,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0310-46,05-033,Escuintla,Escuintla,"Liceo Preuniversitario ""Ciencia Y Tecnología""",6Ta. Ave. 2-52 Zona 1, 5123-0832,Remy Arturo Sinay Gudiel,Silvia Yanira Melendez Aguilar,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0312-46,05-033,Escuintla,Escuintla,Centro Educativo Con Computación El Quetzal,"3A. Calle 3-95 Zona 2, Colonia El Quetzal", 7888-1070,Remy Arturo Sinay Gudiel,Marianela Echeverría Trigueros,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0314-46,05-033,Escuintla,Escuintla,"Liceo Mixto Educativo De Formación Integral ""Limefi""","3A. Avenida ""A"" 1-92 Zona 1", 3536-8700,Remy Arturo Sinay Gudiel,Ruth Lorena Arevalo Osorio,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Escuintla
05-01-0317-46,05-033,Escuintla,Escuintla,"Liceo Mixto Educativo De Formación Integral ""Limefi""","3A. Avenida ""A"" 1-92 Zona 1", 3536-8700,Remy Arturo Sinay Gudiel,Ruth Lorena Arevalo Osorio,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0320-46,05-033,Escuintla,Escuintla,Instituto Particular Mixto De Educación Básica Y Bachillerato Por Madurez,4Ta .Av.Sur 15-20 Zona 4, 7889-5255,Remy Arturo Sinay Gudiel,Salomon Alvarez Andrade,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0323-46,05-033,Escuintla,Escuintla,Liceo Español Americano,1Ra Avenida 0-06 Zona 4 Colonia Los Naranjales, 7889-7037,Remy Arturo Sinay Gudiel,Yarisa Ruby Samayoa Barrios,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0325-46,05-033,Escuintla,Escuintla,Centro Educacional Guatemalteco Del Sur,3A Avenida 5-52 Zona 1, 7889-4544,Remy Arturo Sinay Gudiel,Nidia Amarilis Galvez Chavez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0338-46,05-033,Escuintla,Escuintla,Corporación Del Liceo Educativo Técnico Evangélico Sociedad Anónima,1A Avenida 5-80 Zona 4, 7889-9679,Remy Arturo Sinay Gudiel,Irma María Barrios Y Barrios,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0342-46,05-033,Escuintla,Escuintla,Colegio Hispano-Américano Hacienda Verde,"2Do. Callejón, 2Da Calle, Granja No. 2 Cantón Los Voladores Zona 3", 4013-3449,Remy Arturo Sinay Gudiel,Evelyn Susana Trabanino Rodas,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0344-46,05-033,Escuintla,Escuintla,Instituto Privado Cultural Informático Y Científico Ipcic,3A. Calle 2-23 Zona 2 Colonia El Ferrocarrilero, 4186-2567,Remy Arturo Sinay Gudiel,Edna Tomasita Herincx Ruiz,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0347-46,05-033,Escuintla,Escuintla,Centro Educativo Gratia,"Callejón Puente De Palo. Granja San José, Cantón Puente De Palo", 3367-4187,Remy Arturo Sinay Gudiel,María Del Rosario Reyes Oliva,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0348-46,05-033,Escuintla,Escuintla,Instituto Particular Mixto De Educación Básica Y Bachillerato Por Madurez,4Ta. Avenida 15-20 Zona 4, 7889-5255,Remy Arturo Sinay Gudiel,Salomon Alvarez Andrade,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0350-46,05-033,Escuintla,Escuintla,Liceo Evangélico El Eden,6 Avenida 13-86 Zona 1, 4126-1831,Remy Arturo Sinay Gudiel,Sandra Judith Collado Solares,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0359-46,05-033,Escuintla,Escuintla,"Centro Educativo Y Formación Humana ""De María""","3A. Calle ""A"" 1-43 Zona 1", 4206-5584,Remy Arturo Sinay Gudiel,Erick Ivan Rivera Martinez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Escuintla
05-01-0360-46,05-033,Escuintla,Escuintla,Centro Educativo Campus Sur,1A. Avenida Casa No. 1 Zona 4 Colonia La Industria, 7725-4989,Remy Arturo Sinay Gudiel,Evelyn Samantha Pérez Rosal,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Escuintla
05-01-0364-46,05-033,Escuintla,Escuintla,Instituto Técnico De Capacitación Y Productividad Intecap,4A. Calle Y 16 Avenida Zona 5 Colonia Hunapú, 7790-3232,Remy Arturo Sinay Gudiel,Daniel Edmundo Arreaza Navas,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Escuintla
05-01-0368-46,05-033,Escuintla,Escuintla,Instituto Comercial De Computos Avanzados,4A Avenida 15-94 Sur Final, 7889-8958,Remy Arturo Sinay Gudiel,Nilda Janethe Ibarra Barrera,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
05-01-0369-46,05-033,Escuintla,Escuintla,Centro Educativo El Bosque,1A. Calle A 4-52 Zona 2 Colonia El Quetzal, 5693-2945,Remy Arturo Sinay Gudiel,Emilsa Noemí García Fuentes,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Escuintla
